Reference number,AWB,Company,Store,Recipient Name,Company Payment Type,Delivering City,Delivering Area,Shipment Details,Zones,Cash on Delivery,Returned With Fees,Exp Delivery Fees,Shipment Status,Creation Date,Distribution Center Date,AssignTo Courier Date,Acctual Delivering Date,COD Collection Date,Company Settlement Date
16938F,24090458001153,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,اليادودة,سوفاج ١٠٠/امبر ليذر ١٠٠/كريد افنتوس٥٠/ جين بول جلتر ٥٠,D 1,34,,1.5,Cod Collected,9/18/2024 1:15:12 AM,9/18/2024 4:02:22 AM,9/18/2024 7:18:35 AM,9/18/2024 11:36:25 AM,9/18/2024 4:30:19 PM,9/19/2024 11:16:54 AM
16939F,24090458001154,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ضاحية الامير حسن,كريد افنتوس١٠٠/ فرزاتشي ديلان بلو ١٠٠/جين بول جلتر ٥٠/لاهوم لانوت اف سان لوران ٥٠,F,34,,1.5,Cod Collected,9/18/2024 1:15:12 AM,9/18/2024 4:02:23 AM,9/18/2024 2:30:06 PM,9/18/2024 2:30:33 PM,9/18/2024 4:51:44 PM,9/19/2024 11:16:54 AM
24455,24090458001156,mango perfume,mango perfume,,الدفع بعد الوصول,مادبا,مادبا,,RTN,19,,1.75,Item Returned To Company Store By Driver,9/18/2024 3:21:18 AM,9/18/2024 4:37:43 AM,9/18/2024 6:45:37 AM,,,
RTN1597w,24090458001157,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,سحاب,100مل توم فورد اومبير ليذر +50مل سترونجر ويذ يو انتتسلي ,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 9:46:52 AM,9/17/2024 5:15:24 AM,9/18/2024 9:42:15 AM,,,
RTN16921F,24090458001158,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,طبربور,جوتشي جلتي بور هوم ١٠٠ عدد ثلاث,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 12:05:29 PM,9/18/2024 4:02:22 AM,9/18/2024 7:17:14 AM,,,
RTN16912F,24090458001159,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ضاحية الاقصى,مون جيولان  انتنس١٠٠/ واي ٥٠,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 2:07:42 PM,9/18/2024 4:02:22 AM,9/18/2024 7:42:22 AM,,,
RTN16914z,24090458001160,mango perfume,mango perfume,,الدفع بعد الوصول,المفرق,المفرق,ايروس+ فوياج+ ٥٠مل كريد وايت+ ٥٠مل سكاندل بور هوم,,0,,1.75,Item Returned To Company Store By Driver,9/18/2024 2:25:12 PM,9/18/2024 4:37:43 AM,9/18/2024 10:17:14 AM,,,
RTN16934F,24090458001161,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو علندا,ايدول ١٠٠/ فلانتينو دونا ٥٠/ بويزن ٥٠,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 2:54:08 PM,9/18/2024 4:02:22 AM,9/18/2024 7:06:06 AM,,,
RTN1691z,24090458001162,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,شفا بدران,ليبر انتنس,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 3:46:54 PM,9/18/2024 4:02:21 AM,9/18/2024 7:06:53 AM,,,
RTN1695z,24090458001163,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,حي نزال,ترجيع للعميل مبلغ 32,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 4:33:02 PM,9/18/2024 4:02:21 AM,9/18/2024 4:31:40 PM,,,
RTN16933F,24090458001164,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,البيادر,الترا ميل ١٠٠,RTN,0,,1.5,Item Returned To Company Store By Driver,9/18/2024 6:06:35 PM,9/18/2024 4:02:22 AM,9/18/2024 7:36:57 AM,,,
1781FA,24090458001165,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,حي الصحابة,لاهوم لانوت اف سان لوران ١٠٠/ سبايس بومب اكستريم ٥٠/ جفنشي ارستبل ١٠٠/ فيري سكسي ٥٠,O,34,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:27 AM,9/19/2024 7:19:13 AM,9/19/2024 11:55:54 AM,9/19/2024 9:22:13 PM,9/21/2024 10:49:13 AM
1782FA,24090458001166,mango perfume,mango perfume,,الدفع بعد الوصول,السلط,عين الباشا,بكرات روج ١٠٠/ نرسيسو باودر ١٠٠/ روز فانيلا ٥٠/ برادا ميلانو ٥٠,A,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:27 AM,9/19/2024 7:57:08 AM,9/19/2024 3:04:02 PM,9/19/2024 8:21:37 PM,9/21/2024 10:49:13 AM
1783FA,24090458001167,mango perfume,mango perfume,,الدفع بعد الوصول,الكرك,الكرك ,كنج ١٠٠,S - K,0,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:27 AM,9/19/2024 7:02:03 AM,9/19/2024 4:47:36 PM,9/21/2024 12:11:36 AM,9/21/2024 10:49:13 AM
1784FA,24090458001168,mango perfume,mango perfume,,الدفع بعد الوصول,الزرقاء,جبل طارق,هوجو بوس ١٠٠/ ايروس١٠٠/جادور ٥٠,Z - 1,1,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 9:13:17 AM,9/19/2024 10:32:08 AM,9/19/2024 9:14:26 PM,9/21/2024 10:49:13 AM
1785FA,24090458001169,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الذراع الغربي,بلو شانيل ١٠٠/ ايروس١٠٠/ يو انتنسلي ٥٠ عدد٢/ هديه,P,34,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:36:38 AM,9/19/2024 2:00:20 PM,9/19/2024 5:06:34 PM,9/21/2024 10:49:13 AM
1787FA,24090458001171,mango perfume,mango perfume,,الدفع بعد الوصول,الزرقاء,الزرقاء الجديدة,٢١٢ مان ١٠٠/ ديلينا ١٠٠,Z - 1,27,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/21/2024 9:16:25 AM,9/21/2024 7:35:39 PM,9/22/2024 1:52:55 AM,9/22/2024 9:35:34 AM
1788FA,24090458001172,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,جبل عمان,تريزو ميد نايت ١٠٠/سي اتش مان ليمتد اذيشن ١٠٠/ رجالي ٥٩/ ستاتي ٥٠,C 3,34,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:08:45 AM,9/19/2024 2:36:59 PM,9/19/2024 8:03:02 PM,9/21/2024 10:49:13 AM
1789FA,24090458001173,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الجبيهة,فهرنهايت ١٠٠,RTN,19,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 8:02:27 AM,,,
17810FA,24090458001174,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,اربد,سوفاج ١٠٠/ يو انتنسلي ١٠٠/جين بول جلتر ٥٠/ايروس٥٠,,30,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 11:47:03 AM,9/19/2024 4:56:46 PM,9/19/2024 7:47:00 PM,9/21/2024 10:49:13 AM
17811FA,24090458001175,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ضاحية الامير حسن,لاكوست بلاك ١٠٠/ سوفاج ١٠٠,F,27,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:48:55 AM,9/19/2024 1:54:10 PM,9/19/2024 6:27:19 PM,9/21/2024 10:49:13 AM
17812FA,24090458001176,mango perfume,mango perfume,,الدفع بعد الوصول,الكرك,الكرك ,ايروس ستاتي ١٠٠/ ليبر انتنس ١٠٠/ تريزو ان لوف ٥٠ عدد٢,S - K,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:02:03 AM,9/19/2024 5:22:53 PM,9/21/2024 12:11:36 AM,9/21/2024 10:49:13 AM
17813FA,24090458001177,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ماركا الشمالية,يو ١٠٠/ ديور هوم انتنس١٠٠/بويزن ٥٩/ ليبر ٥٠,C 1,34,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 6:55:31 AM,9/19/2024 3:14:53 PM,9/19/2024 7:35:39 PM,9/21/2024 10:49:13 AM
17814FA,24090458001178,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو السوس,رجالي ١٠٠ عدد٢/ رجالي ٥٠ عدد٢/ بلغري تايجر,E,0,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:32:39 PM,9/19/2024 7:51:45 PM,9/19/2024 8:31:19 PM,9/21/2024 10:49:13 AM
17815FA,24090458001179,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الجبيهة,مانسيرا سيدرت بويز ١٠٠/ ٢١٢ في اي بي بلاك ١٠٠,I,0,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 8:02:27 AM,9/19/2024 1:00:18 PM,9/19/2024 8:22:30 PM,9/21/2024 10:49:13 AM
17816FA,24090458001180,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الكمالية,فلانتينو رجالي ١٠٠/جنتل مان جفنشي ١٠٠/مانسيرا امبر روز ٥٠/ يو ٥٠,RTN,34,2,,Item Returned To Company Store By Driver,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 8:02:27 AM,,9/19/2024 8:22:30 PM,9/21/2024 10:49:13 AM
17818FA,24090458001182,mango perfume,mango perfume,,الدفع بعد الوصول,الرصيفة,الجبل الشمالي,٢١٢ في اي بي ١٠٠/سوفاج ١٠٩/سوفاج ٥٠/ ميدنايت لانكوم ٥٠,Z - 1,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 4:02:44 PM,9/19/2024 4:23:04 PM,9/19/2024 8:10:15 PM,9/21/2024 10:49:13 AM
17819FA,24090458001183,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الصويفية,ايفوريا انتنس ١٠٠/بلو شانيل ١٠٠/ارماني كود البني ٥٠/ بولو بلو٥٠,K,34,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:42:03 AM,9/19/2024 11:14:49 AM,9/19/2024 6:33:00 PM,9/21/2024 10:49:13 AM
17820FA,24090458001184,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,الحي الجنوبي,جوتشي جلتي بلاك ١٠٠/ سي كيه ون ١٠٠/ الور سبورت ٥٠/ واي ٥٠,Q 8,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 11:47:03 AM,9/19/2024 6:20:05 PM,9/19/2024 7:47:00 PM,9/21/2024 10:49:13 AM
17822FA,24090458001186,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,حي عدن,سوفاج ١٠٠/ون مليون ١٠٠/كريد افنتوس٥٠/ سي كيه ون ٥٠,C 1,-32,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/21/2024 8:19:32 AM,9/21/2024 8:36:35 PM,9/21/2024 9:32:13 PM,9/22/2024 9:35:34 AM
17823FA,24090458001187,mango perfume,mango perfume,,الدفع بعد الوصول,جرش,جرش,يو ١٠٠/ هيرمز ١٠٠/ مونت بلانك اكسبلور بلاتينوم ٥٠/جنتل مان جفنشي ريسيرف برايف ٥٠,N-J,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 11:31:02 AM,9/19/2024 12:23:36 PM,9/19/2024 6:16:37 PM,9/21/2024 10:49:13 AM
17825FA,24090458001189,mango perfume,mango perfume,,الدفع بعد الوصول,الكرك,الكرك ,اكوا جيو٥٠ ,S - K,10,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/22/2024 7:40:42 AM,9/22/2024 2:10:52 PM,9/22/2024 9:34:27 PM,9/23/2024 10:54:27 AM
17826FA,24090458001190,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,وادي السير,بلو شانيل ١٠٠/الترا ميل ١٠٠/ديور هوم انتنس ٥٠/ ذا ون ٥٠,RTN,34,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:45:25 AM,,,
17827FA,24090458001191,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,شفا بدران,بلو شانيل ١٠٠/ لافي بيل ٥٠/ فلانتينو دونا ٥٠,J,0,,1.5,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 7:57:08 AM,9/19/2024 9:55:20 AM,9/19/2024 8:21:37 PM,9/21/2024 10:49:13 AM
17828FA,24090458001192,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,الحي الشرقي,لاكوست لاوم ١٠٠/ دولتشي لايت بلو ١٠٠/هوجو بوس دارك بلو ٥٠/كنج ٥٠,Q 9,34,,1.75,Cod Collected,9/18/2024 10:56:34 PM,9/19/2024 1:50:28 AM,9/19/2024 11:41:13 AM,9/19/2024 1:02:52 PM,9/19/2024 6:51:18 PM,9/21/2024 10:49:13 AM
17829FA,24090458001193,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الدوار السادس,بلو شانيل ١٠٠/بلاك اوركيد ١٠٠/يو ابسليوت ٥٠/جين بول جلتر لاميل الكسير ٥٠,K,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 7:42:03 AM,9/19/2024 10:10:03 AM,9/19/2024 6:33:00 PM,9/21/2024 10:49:13 AM
17830FA,24090458001194,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,سحاب,جين بول جلتر ١٠٠/ ارماني كود ١٠٠/ ليبر انتنس ٥٠/ سي الزهريه ٥٠,D 1,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 7:21:39 AM,9/19/2024 11:38:22 AM,9/19/2024 4:08:27 PM,9/21/2024 10:49:13 AM
17831FA,24090458001195,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو علندا,بلو شانيل ١٠٠,RTN,19,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/22/2024 7:22:40 AM,,,
17832FA,24090458001196,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو نصير,فلور بومب فكتور رولف ١٠٠,RTN,19,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/22/2024 8:07:01 AM,,,
17834FA,24090458001198,mango perfume,mango perfume,,الدفع بعد الوصول,السلط,السلط,واي ١٠٠ عدد٢/ جين بول جلتر ٥٠ عدد٢,RTN,34,,1.75,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/22/2024 8:27:19 AM,,,
1791w,24090458001199,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,الطيبة,100مل سكاندل رجالي ,,0,,1.75,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 11:38:19 AM,,,
1792w,24090458001200,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,العبدلي,100مل بلو شانيل ,C 3,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 7:08:45 AM,9/19/2024 3:51:49 PM,9/19/2024 8:03:02 PM,9/21/2024 10:49:13 AM
1793w,24090458001201,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الدوار السادس,100مل دولتشي غابانا ذا ون +100مل اف سان لوران واي +50مل توم فورد اومبير ليذر +50مل ايروس ,K,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 7:42:03 AM,9/19/2024 10:05:10 AM,9/19/2024 6:33:00 PM,9/21/2024 10:49:13 AM
1794w,24090458001202,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ضاحية الرشيد,50مل مسكينو الزهري +50مل 212 كارولينا هيريرا بينك ,I,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 8:02:27 AM,9/19/2024 3:33:15 PM,9/19/2024 8:22:30 PM,9/21/2024 10:49:13 AM
1795w,24090458001203,mango perfume,mango perfume,,الدفع بعد الوصول,الرصيفة,الرصيفة,100مل ديور هوم سبورت ,R,17,,1.75,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 5:11:21 PM,9/19/2024 5:40:40 PM,9/19/2024 8:10:15 PM,9/21/2024 10:49:13 AM
1796w,24090458001204,mango perfume,mango perfume,,الدفع بعد الوصول,الزرقاء,الزرقاء,100مل سترونجر ويذ يو انتتسلي +100مل دولتشي غابانا ذا ون +50مل 212 رجالي +50مل لو ميل لو بيرفيوم ,Z - 1,34,,1.75,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 9:13:17 AM,9/19/2024 1:34:46 PM,9/19/2024 9:14:26 PM,9/21/2024 10:49:13 AM
1797w,24090458001205,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ماركا الشمالية,100مل فرزاتشي كريستال برايت ,C 1,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:28 AM,9/19/2024 6:55:31 AM,9/19/2024 2:38:12 PM,9/19/2024 7:35:39 PM,9/21/2024 10:49:13 AM
1798w,24090458001206,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو علندا,100مل ايروس عدد 2 +50مل مس ديور +50مل اف سان لوران واي ,C 2,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 6:58:30 AM,9/19/2024 1:23:22 PM,9/19/2024 7:19:57 PM,9/21/2024 10:49:13 AM
1799w,24090458001207,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الموقر,100مل بلو شانيل +100مل انفكتوس جولوجن +50مل دولتشي غابانا ذا ون +50مل بربري لندن ,D 1,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 7:21:39 AM,9/19/2024 12:57:47 PM,9/19/2024 4:08:27 PM,9/21/2024 10:49:13 AM
17910w,24090458001208,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو علندا,100مل مانسيرا روز فانيلا +100مل سكاندل ستاتي +50مل ايماجنيشن +50مل بويزن  ,RTN,34,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/21/2024 8:25:22 AM,,,
17911w,24090458001209,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ضاحية الرشيد,100مل توم فورد بلاك اوركيد +100مل توم فورد اوركيد سوليل+50مل مانسيرا روز فانيلا +50مل بلاك اوبيوم ,I,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 8:02:27 AM,9/19/2024 2:09:06 PM,9/19/2024 8:22:30 PM,9/21/2024 10:49:13 AM
17912w,24090458001210,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ابو نصير,50مل ميريكال ,J,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 7:57:08 AM,9/19/2024 12:11:17 PM,9/19/2024 8:21:37 PM,9/21/2024 10:49:13 AM
17913w,24090458001211,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,شارع مكة,100مل سترونجر ويذ يو عدد 2 +50مل التراميل عدد 2 ,K,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/21/2024 9:16:16 AM,9/21/2024 1:27:22 PM,9/21/2024 8:06:40 PM,9/22/2024 9:35:34 AM
17914w,24090458001212,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,الصريح,100مل عود اصفهان +100مل كريد افنتوس +50مل اومبير نوميد +50مل غوتشي بلوم ,Q 1,34,,1.75,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 11:42:16 AM,9/19/2024 1:51:57 PM,9/19/2024 5:38:01 PM,9/21/2024 10:49:13 AM
17915w,24090458001213,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الاشرفية,100مل مس ديور ,C 2,17,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 3:08:36 PM,9/19/2024 3:11:38 PM,9/19/2024 7:19:57 PM,9/21/2024 10:49:13 AM
17916w,24090458001214,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,ماركا الشمالية,100مل كريد افنتوس ,C 1,0,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 6:55:31 AM,9/19/2024 5:29:31 PM,9/19/2024 7:35:39 PM,9/21/2024 10:49:13 AM
17917w,24090458001215,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الهاشمي الشمالي,100مل سترونجر ويذ يو +100مل اكوا دي جيو +50مل جان بول لو ميل +50مل مس ديور ,RTN,34,,1.5,Item Returned To Company Store By Driver,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/21/2024 9:32:14 AM,,,
17918w,24090458001216,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,جبل اللويبدة,100مل التراميل +100مل دولتشي غابانا ذا ون +50مل توم فورد اومبير ليذر +50مل سكاندل ستاتي ,C 3,34,,1.5,Cod Collected,9/18/2024 10:56:35 PM,9/19/2024 1:50:29 AM,9/19/2024 7:08:45 AM,9/19/2024 12:12:37 PM,9/19/2024 8:03:02 PM,9/21/2024 10:49:13 AM
24468,24090458001217,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,قصر العوادين,,,34,,1.75,Cod Collected,9/19/2024 3:13:10 AM,9/19/2024 4:01:41 AM,9/19/2024 11:47:03 AM,9/19/2024 5:16:38 PM,9/19/2024 7:47:00 PM,9/21/2024 10:49:13 AM
24467,24090458001218,mango perfume,mango perfume,,الدفع بعد الوصول,اربد,مجمع عمان الجديد ,,Q 8,70,,1.75,Cod Collected,9/19/2024 3:37:17 AM,9/19/2024 4:55:11 AM,9/19/2024 11:41:13 AM,9/19/2024 12:02:34 PM,9/19/2024 6:51:18 PM,9/21/2024 10:49:13 AM
RTN17827FA,24090458001219,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,شفا بدران,بلو شانيل ١٠٠/ لافي بيل ٥٠/ فلانتينو دونا ٥٠,RTN,0,,1.5,Item Returned To Company Store By Driver,9/19/2024 9:55:20 AM,9/19/2024 1:50:28 AM,9/19/2024 7:57:08 AM,,,
RTN1784FA,24090458001220,mango perfume,mango perfume,,الدفع بعد الوصول,الزرقاء,جبل طارق,هوجو بوس ١٠٠/ ايروس١٠٠/جادور ٥٠,RTN,0,,1.75,Item Returned To Company Store By Driver,9/19/2024 10:32:08 AM,9/19/2024 1:50:28 AM,9/19/2024 9:13:17 AM,,,
RTN1799w,24090458001221,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الموقر,100مل بلو شانيل +100مل انفكتوس جولوجن +50مل دولتشي غابانا ذا ون +50مل بربري لندن ,RTN,0,,1.5,Item Returned To Company Store By Driver,9/19/2024 12:57:47 PM,9/19/2024 1:50:29 AM,9/19/2024 7:21:39 AM,,,
RTN17815FA,24090458001222,mango perfume,mango perfume,,الدفع بعد الوصول,عمان,الجبيهة,مانسيرا سيدرت بويز ١٠٠/ ٢١٢ في اي بي بلاك ١٠٠,RTN,0,,1.5,Item Returned To Company Store By Driver,9/19/2024 1:00:18 PM,9/19/2024 1:50:28 AM,9/19/2024 8:02:27 AM,,,
